order_id,customer_id,product_id,quantity,order_date,discount,payment_method
5511,1204,2055,3,2023-09-22,0.0,Cod
5512,1047,2118,1,2023-03-29,0.1,Cod
5513,1432,2018,1,2024-04-06,0.2,Credit Card
5514,1244,2056,5,2023-02-15,0.05,Cash
5515,1319,2043,5,2024-01-27,0.05,Credit Card
5516,1316,2097,4,2023-04-29,0.0,Cod
5517,1412,2034,1,2024-06-14,0.0,Credit Card
5518,1294,2113,4,2024-03-22,0.1,Credit Card
5519,1127,2000,3,2024-08-28,0.1,Credit Card
5520,1343,2051,2,2023-02-15,0.0,Credit Card
5521,1281,2084,1,2024-05-22,0.2,Credit Card
5522,1016,2092,3,2024-07-11,0.1,Credit Card
5523,1070,2069,1,2024-06-09,0.05,Credit Card
5524,1268,2036,5,2024-08-19,0.05,Cod
5525,1324,2064,4,2023-01-03,0.2,Cod
5526,1281,2050,5,2023-01-28,0.0,Credit Card
5527,1304,2000,2,2024-01-16,0.1,Credit Card
5528,1450,2090,5,2023-06-06,0.05,Cash
5529,1006,2020,1,2024-05-25,0.0,Credit Card
5530,1313,2052,5,2023-11-29,0.1,Unknown
5531,1304,2015,1,2024-11-17,0.2,Credit Card
5532,1102,2107,2,2023-04-24,0.05,Credit Card
5533,1308,2060,5,2024-01-24,0.2,Cash
5534,1192,2053,4,2024-05-01,0.2,Credit Card
5535,1240,2039,4,2023-09-07,0.2,Credit Card
5536,1061,2025,4,2024-07-24,0.1,Credit Card
5537,1016,2079,5,2024-12-15,0.2,Cash
5538,1170,2091,5,2023-11-11,0.1,Cash
5539,1024,2064,5,2023-08-27,0.1,Cash
5540,1250,2099,1,2023-08-22,0.2,Credit Card
5541,1252,2073,2,2023-10-30,0.2,Credit Card
5542,1386,2063,4,2024-08-29,0.0,Credit Card
5543,1206,2042,1,2024-10-14,0.05,Credit Card
5544,1028,2016,4,2023-11-30,0.0,Cash
5545,1116,2058,1,2023-04-23,0.05,Cash
5546,1490,2022,5,2024-09-12,0.05,Cod
5547,1415,2006,4,2023-12-28,0.0,Cod
5548,1281,2043,5,2023-04-07,0.0,Credit Card
5549,1379,2052,4,2023-01-16,0.05,Credit Card
5550,1143,2070,3,2024-07-09,0.05,Credit Card
5551,1024,2107,1,2024-01-11,0.05,Credit Card
5552,1309,2078,3,2024-01-25,0.1,Cash
5553,1155,2033,1,2024-09-11,0.1,Credit Card
5554,1072,2045,2,2023-08-05,0.1,Cash
5555,1119,2108,4,2024-02-03,0.2,Credit Card
5556,1311,2067,2,2023-09-17,0.1,Credit Card
5557,1320,2077,2,2023-11-16,0.0,Cash
5558,1092,2077,1,2023-07-15,0.0,Credit Card
5559,1085,2015,3,2024-04-22,0.1,Credit Card
5560,1335,2070,5,2024-02-22,0.05,Cash
5561,1424,2095,1,2024-04-19,0.2,Cash
5562,1498,2018,5,2024-08-29,0.05,Credit Card
5563,1363,2001,2,2024-07-21,0.1,Credit Card
5564,1434,2009,5,2024-06-27,0.1,Cash
5565,1117,2049,3,2023-08-19,0.0,Credit Card
5566,1232,2080,1,2024-06-04,0.1,Unknown
5567,1198,2100,3,2024-12-03,0.2,Cod
5568,1205,2011,3,2023-07-19,0.1,Cod
5569,1412,2069,1,2024-11-03,0.0,Cash
5570,1338,2021,3,2024-08-21,0.05,Cash
5571,1146,2031,4,2023-01-21,0.1,Credit Card
5572,1449,2104,4,2023-11-07,0.1,Cash
5573,1424,2083,4,2024-08-10,0.2,Credit Card
5574,1428,2000,5,2024-10-14,0.1,Cash
5575,1270,2053,3,2024-09-29,0.05,Credit Card
5576,1386,2110,1,2024-08-18,0.2,Cash
5577,1138,2116,1,2024-03-09,0.0,Credit Card
5578,1180,2057,5,2024-01-06,0.0,Credit Card
5579,1429,2069,1,2024-07-13,0.2,Credit Card
5580,1029,2082,4,2023-03-19,0.1,Credit Card
5581,1056,2017,3,2024-06-25,0.2,Credit Card
5582,1231,2005,1,2023-10-12,0.0,Credit Card
5583,1145,2044,1,2024-10-09,0.0,Credit Card
5584,1434,2096,2,2023-05-20,0.0,Cod
5585,1383,2022,2,2024-07-06,0.1,Credit Card
5586,1047,2022,2,2023-10-09,0.1,Cash
5587,1193,2025,3,2024-07-15,0.1,Cash
5588,1223,2076,4,2023-09-15,0.0,Cod
5589,1135,2006,4,2023-12-26,0.05,Cod
5590,1021,2078,4,2024-03-15,0.1,Cod
5591,1005,2043,3,2023-09-27,0.2,Credit Card
5592,1203,2026,3,2023-05-14,0.0,Credit Card
5593,1238,2025,2,2024-10-01,0.1,Cash
5594,1184,2096,1,2023-04-14,0.05,Credit Card
5595,1359,2078,5,2023-04-05,0.05,Credit Card
5596,1291,2035,5,2024-12-29,0.1,Credit Card
5597,1334,2108,1,2024-07-26,0.2,Cod
5598,1219,2054,2,2024-04-24,0.2,Cod
5599,1115,2063,1,2023-08-29,0.05,Cash
5600,1312,2090,1,2023-01-13,0.1,Cash
5601,1048,2056,5,2023-05-27,0.1,Cash
5602,1172,2068,2,2024-08-23,0.2,Credit Card
5603,1081,2060,3,2023-04-05,0.05,Cod
5604,1321,2001,5,2023-10-20,0.2,Credit Card
5605,1332,2054,3,2023-01-25,0.05,Credit Card
5606,1044,2096,2,2023-09-29,0.1,Credit Card
5607,1334,2079,1,2024-05-19,0.2,Credit Card
5608,1019,2086,4,2023-06-15,0.05,Cod
5609,1447,2037,4,2023-03-28,0.05,Credit Card
5610,1220,2118,2,2024-10-15,0.05,Credit Card
5611,1122,2079,4,2024-10-07,0.05,Cod
5612,1233,2077,3,2024-09-29,0.1,Cod
5613,1220,2028,4,2024-05-05,0.2,Credit Card
5614,1322,2025,2,2023-05-21,0.2,Credit Card
5615,1338,2034,2,2023-04-13,0.0,Cod
5616,1002,2078,3,2023-08-14,0.2,Cash
5617,1181,2066,4,2024-07-28,0.0,Cod
5618,1205,2086,4,2023-10-21,0.05,Credit Card
5619,1319,2028,1,2023-11-02,0.1,Unknown
5620,1039,2033,5,2023-09-11,0.1,Credit Card
5621,1058,2096,2,2023-06-29,0.05,Credit Card
5622,1438,2040,1,2023-02-09,0.0,Credit Card
5623,1061,2040,2,2024-12-01,0.1,Credit Card
5624,1131,2022,1,2024-06-03,0.1,Credit Card
5625,1059,2070,5,2024-09-07,0.1,Cash
5626,1371,2002,1,2024-06-29,0.2,Credit Card
5627,1330,2057,2,2023-08-24,0.0,Cash
5628,1121,2031,4,2024-04-07,0.2,Credit Card
5629,1478,2030,2,2023-08-16,0.1,Cod
5630,1106,2081,3,2024-11-30,0.1,Cod
5631,1095,2042,3,2024-04-27,0.2,Cash
5632,1346,2006,3,2024-03-05,0.2,Cod
5633,1413,2104,3,2023-01-22,0.1,Credit Card
5634,1234,2000,5,2023-12-09,0.2,Credit Card
5635,1385,2060,4,2023-02-09,0.2,Credit Card
5636,1061,2013,4,2023-06-22,0.0,Credit Card
5637,1255,2051,2,2024-03-14,0.1,Credit Card
5638,1048,2095,1,2023-06-28,0.05,Credit Card
5639,1392,2005,2,2024-08-20,0.0,Credit Card
5640,1347,2102,2,2023-05-13,0.05,Credit Card
5641,1158,2009,2,2023-12-17,0.2,Credit Card
5642,1123,2070,2,2024-06-08,0.2,Unknown
5643,1481,2089,4,2024-06-23,0.05,Cod
5644,1316,2097,1,2024-05-20,0.2,Credit Card
5645,1206,2029,2,2023-03-25,0.2,Credit Card
5646,1047,2099,4,2024-04-08,0.0,Credit Card
5647,1408,2020,2,2023-12-09,0.05,Credit Card
5648,1419,2059,3,2023-10-07,0.0,Credit Card
5649,1135,2080,2,2023-09-20,0.05,Credit Card
5650,1200,2096,2,2023-06-15,0.0,Credit Card
5651,1249,2073,5,2023-10-20,0.1,Credit Card
5652,1313,2114,3,2024-05-23,0.1,Cod
5653,1356,2062,1,2024-08-02,0.1,Credit Card
5654,1367,2110,2,2023-08-14,0.1,Credit Card
5655,1428,2041,1,2023-06-19,0.0,Credit Card
5656,1317,2050,3,2024-08-20,0.05,Cod
5657,1294,2063,2,2024-10-06,0.1,Credit Card
5658,1479,2075,5,2024-03-23,0.1,Cash
5659,1313,2055,4,2024-11-20,0.1,Cod
5660,1499,2079,5,2024-05-16,0.1,Cash
5661,1208,2040,5,2024-06-10,0.1,Credit Card
5662,1354,2031,4,2024-01-14,0.05,Credit Card
5663,1484,2014,4,2023-07-20,0.1,Credit Card
5664,1210,2061,4,2024-09-10,0.1,Cod
5665,1191,2026,2,2023-09-07,0.1,Credit Card
5666,1043,2027,1,2024-02-13,0.1,Cash
5667,1028,2080,1,2024-08-23,0.2,Cash
5668,1058,2063,4,2023-05-05,0.05,Credit Card
5669,1070,2109,5,2023-04-23,0.2,Cash
5670,1091,2058,3,2023-05-17,0.2,Credit Card
5671,1264,2113,4,2024-05-10,0.0,Cod
5672,1382,2057,5,2024-11-08,0.2,Credit Card
5673,1219,2001,5,2023-05-30,0.2,Cash
5674,1389,2035,2,2023-12-09,0.0,Credit Card
5675,1412,2113,2,2024-08-02,0.1,Credit Card
5676,1441,2070,1,2023-11-17,0.1,Credit Card
5677,1400,2012,1,2024-06-15,0.2,Credit Card
5678,1399,2014,3,2023-10-16,0.1,Credit Card
5679,1214,2088,3,2024-05-03,0.1,Credit Card
5680,1478,2086,3,2024-05-06,0.0,Unknown
5681,1386,2059,3,2024-09-03,0.05,Credit Card
5682,1276,2021,5,2023-09-09,0.05,Cod
5683,1063,2062,5,2023-03-18,0.05,Credit Card
5684,1345,2089,1,2024-10-08,0.1,Cod
5685,1291,2096,2,2024-01-27,0.1,Cash
5686,1489,2074,2,2024-02-16,0.05,Credit Card
5687,1484,2073,4,2023-06-22,0.05,Credit Card
5688,1244,2024,5,2023-07-20,0.0,Credit Card
5689,1469,2100,3,2023-08-05,0.1,Credit Card
5690,1061,2047,3,2024-01-11,0.0,Cash
5691,1425,2042,4,2024-12-20,0.2,Credit Card
5692,1331,2116,2,2024-08-08,0.05,Credit Card
5693,1169,2037,3,2023-01-11,0.1,Cod
5694,1444,2040,2,2023-01-12,0.1,Cash
5695,1268,2044,4,2024-08-12,0.05,Cash
5696,1266,2087,2,2024-03-10,0.1,Cod
5697,1053,2039,2,2024-11-14,0.2,Cod
5698,1015,2109,2,2024-08-30,0.2,Cash
5699,1007,2119,3,2024-01-08,0.05,Cod
5700,1103,2096,1,2023-09-30,0.05,Credit Card
5701,1058,2016,5,2024-11-21,0.05,Cod
5702,1312,2087,2,2024-07-29,0.05,Credit Card
5703,1039,2100,2,2024-05-23,0.1,Credit Card
5704,1236,2056,2,2023-05-12,0.1,Credit Card
5705,1442,2001,1,2023-11-15,0.05,Cod
5706,1385,2095,4,2024-09-12,0.05,Credit Card
5707,1093,2061,3,2023-06-17,0.1,Credit Card
5708,1221,2087,1,2024-02-01,0.0,Cod
5709,1203,2008,2,2023-06-29,0.1,Credit Card
5710,1137,2067,1,2023-02-27,0.1,Cod
5711,1299,2080,1,2024-04-24,0.1,Cash
5712,1394,2016,1,2024-08-13,0.0,Cash
5713,1206,2116,4,2024-04-04,0.2,Credit Card
5714,1335,2049,5,2023-03-02,0.1,Cash
5715,1080,2111,3,2024-01-04,0.2,Credit Card
5716,1217,2093,4,2023-05-01,0.05,Credit Card
5717,1001,2039,4,2024-12-19,0.2,Credit Card
5718,1177,2057,5,2024-06-29,0.1,Credit Card
5719,1395,2074,4,2024-08-04,0.05,Cash
5720,1370,2084,1,2023-01-17,0.1,Cash
5721,1345,2020,1,2024-05-10,0.2,Credit Card
5722,1278,2017,2,2024-05-11,0.2,Cash
5723,1145,2054,4,2024-05-19,0.2,Cash
5724,1317,2028,2,2024-06-15,0.05,Cash
5725,1223,2023,3,2023-11-11,0.05,Cod
5726,1368,2073,1,2023-03-10,0.1,Credit Card
5727,1383,2108,3,2024-12-27,0.05,Credit Card
5728,1061,2016,5,2023-06-10,0.05,Credit Card
5729,1293,2017,1,2024-09-05,0.0,Credit Card
5730,1238,2041,3,2024-12-18,0.0,Cash
5731,1194,2111,5,2023-05-25,0.2,Cash
5732,1165,2083,3,2024-07-22,0.2,Credit Card
5733,1450,2100,5,2024-08-17,0.0,Credit Card
5734,1221,2044,5,2024-01-20,0.05,Cod
5735,1060,2081,1,2023-09-26,0.05,Credit Card
5736,1128,2016,2,2024-03-29,0.1,Cod
5737,1477,2072,5,2024-11-29,0.2,Credit Card
5738,1172,2013,5,2024-06-01,0.2,Credit Card
5739,1479,2048,1,2023-12-16,0.2,Credit Card
5740,1155,2028,2,2023-04-20,0.1,Credit Card
5741,1404,2094,4,2024-04-27,0.1,Cod
5742,1377,2003,4,2024-02-11,0.1,Cod
5743,1109,2081,2,2024-10-11,0.0,Credit Card
5744,1268,2019,3,2023-02-20,0.1,Credit Card
5745,1410,2119,1,2024-02-07,0.0,Cash
5746,1355,2119,2,2024-07-16,0.05,Credit Card
5747,1390,2046,4,2024-04-20,0.0,Cash
5748,1277,2106,5,2023-03-28,0.1,Unknown
5749,1073,2107,4,2023-03-09,0.1,Credit Card
5750,1486,2008,5,2024-08-18,0.2,Credit Card
5751,1436,2076,1,2023-02-11,0.0,Cod
5752,1462,2078,5,2023-02-26,0.1,Credit Card
5753,1206,2026,2,2023-07-15,0.2,Credit Card
5754,1387,2014,5,2024-11-08,0.1,Cash
5755,1479,2091,3,2023-03-03,0.0,Cash
5756,1278,2100,2,2023-09-20,0.1,Credit Card
5757,1374,2118,1,2023-04-22,0.2,Credit Card
5758,1325,2018,2,2024-12-11,0.2,Cash
5759,1471,2089,3,2023-06-27,0.1,Credit Card
5760,1339,2051,1,2023-01-26,0.1,Cod
5761,1356,2025,4,2024-02-14,0.1,Cash
5762,1339,2088,3,2024-06-14,0.0,Credit Card
5763,1203,2025,1,2023-11-13,0.1,Credit Card
5764,1160,2025,5,2024-06-15,0.1,Cash
5765,1027,2045,2,2023-04-16,0.05,Credit Card
5766,1391,2091,1,2024-04-08,0.1,Cash
5767,1256,2048,2,2023-09-03,0.1,Cash
5768,1164,2081,5,2023-03-22,0.0,Credit Card
5769,1062,2095,1,2024-10-23,0.2,Credit Card
5770,1021,2052,4,2024-01-31,0.0,Credit Card
5771,1069,2002,3,2024-06-05,0.05,Credit Card
5772,1380,2065,1,2023-09-21,0.1,Credit Card
5773,1404,2096,5,2024-10-22,0.1,Credit Card
5774,1095,2041,1,2023-10-01,0.1,Cod
5775,1162,2018,2,2024-12-06,0.1,Credit Card
5776,1078,2016,1,2023-06-21,0.1,Credit Card
5777,1004,2107,4,2023-09-22,0.1,Credit Card
5778,1315,2032,1,2023-01-26,0.05,Cod
5779,1119,2075,3,2024-04-13,0.1,Cash
5780,1301,2048,1,2024-04-20,0.1,Credit Card
5781,1177,2055,2,2023-12-22,0.1,Credit Card
5782,1175,2062,1,2023-01-26,0.05,Cod
5783,1389,2002,4,2023-02-03,0.1,Credit Card
5784,1216,2106,5,2023-09-21,0.05,Credit Card
5785,1055,2048,1,2023-05-18,0.0,Cod
5786,1365,2054,1,2024-11-25,0.1,Credit Card
5787,1186,2025,3,2024-07-19,0.2,Credit Card
5788,1231,2098,4,2024-04-06,0.05,Credit Card
5789,1254,2071,5,2023-06-17,0.0,Unknown
5790,1412,2051,2,2024-09-22,0.05,Credit Card
5791,1454,2099,1,2024-10-16,0.05,Cod
5792,1103,2116,5,2023-03-22,0.0,Cash
5793,1076,2117,2,2024-02-11,0.1,Credit Card
5794,1229,2006,4,2024-07-27,0.1,Unknown
5795,1401,2045,4,2023-02-15,0.05,Credit Card
5796,1257,2045,5,2024-08-21,0.0,Credit Card
5797,1263,2099,2,2024-09-02,0.1,Cod
5798,1330,2015,4,2023-02-22,0.05,Cod
5799,1480,2023,5,2024-12-04,0.2,Cash
5800,1181,2060,4,2024-04-20,0.0,Cod
5801,1380,2053,4,2024-08-14,0.2,Cod
5802,1255,2061,4,2023-01-16,0.1,Credit Card
5803,1037,2000,3,2023-12-26,0.05,Credit Card
5804,1175,2048,2,2024-05-01,0.0,Credit Card
5805,1026,2024,5,2024-12-06,0.1,Cash
5806,1275,2009,5,2024-05-16,0.1,Credit Card
5807,1139,2117,2,2023-05-21,0.05,Cash
5808,1298,2079,2,2024-09-11,0.1,Cash
5809,1444,2015,2,2024-03-22,0.1,Credit Card
5810,1286,2057,2,2023-10-17,0.2,Cash
5811,1090,2071,1,2023-07-28,0.2,Credit Card
5812,1479,2028,5,2024-04-19,0.0,Credit Card
5813,1060,2102,1,2024-02-17,0.2,Credit Card
5814,1457,2091,4,2024-11-07,0.1,Credit Card
5815,1450,2005,4,2024-03-02,0.0,Credit Card
5816,1364,2015,5,2024-01-06,0.0,Credit Card
5817,1346,2019,4,2024-10-25,0.05,Credit Card
5818,1162,2079,2,2023-10-17,0.2,Credit Card
5819,1350,2070,1,2024-03-07,0.0,Cod
5820,1142,2104,2,2023-09-25,0.1,Cod
5821,1399,2077,4,2023-05-31,0.0,Credit Card
5822,1252,2042,1,2024-12-19,0.0,Credit Card
5823,1268,2025,2,2023-09-12,0.05,Unknown
5824,1368,2089,5,2023-12-19,0.1,Credit Card
5825,1290,2077,2,2024-01-12,0.1,Cash
5826,1499,2070,4,2024-10-14,0.2,Cash
5827,1458,2032,1,2023-12-24,0.1,Cash
5828,1186,2025,5,2024-08-30,0.1,Credit Card
5829,1404,2044,1,2024-01-05,0.1,Cod
5830,1498,2083,5,2023-08-15,0.1,Credit Card
5831,1437,2062,1,2024-12-05,0.0,Credit Card
5832,1458,2066,4,2023-10-30,0.05,Credit Card
5833,1413,2051,5,2024-01-24,0.1,Credit Card
5834,1303,2067,3,2024-01-12,0.2,Credit Card
5835,1290,2025,1,2023-04-28,0.05,Credit Card
5836,1085,2074,1,2023-01-05,0.0,Credit Card
5837,1165,2001,2,2024-03-19,0.2,Cash
5838,1414,2013,5,2023-12-18,0.05,Credit Card
5839,1461,2107,3,2024-06-16,0.05,Credit Card
5840,1407,2029,4,2024-10-25,0.05,Cash
5841,1113,2048,2,2024-10-01,0.2,Cash
5842,1432,2011,3,2023-05-04,0.2,Cod
5843,1479,2089,5,2024-10-19,0.2,Cash
5844,1355,2043,3,2023-10-04,0.2,Credit Card
5845,1415,2032,1,2024-01-29,0.1,Credit Card
5846,1182,2012,1,2024-10-25,0.05,Credit Card
5847,1206,2077,2,2023-12-26,0.1,Credit Card
5848,1255,2087,5,2024-09-14,0.1,Credit Card
5849,1234,2097,5,2024-04-13,0.2,Credit Card
5850,1441,2107,3,2024-09-19,0.2,Credit Card
5851,1354,2025,2,2024-11-30,0.1,Cash
5852,1002,2020,5,2023-02-26,0.0,Credit Card
5853,1207,2027,1,2023-09-08,0.2,Cash
5854,1196,2047,3,2023-05-30,0.0,Cash
5855,1340,2099,4,2024-03-27,0.1,Credit Card
5856,1124,2039,1,2023-06-11,0.1,Credit Card
5857,1137,2065,2,2023-04-30,0.1,Unknown
5858,1338,2105,5,2024-08-04,0.0,Cod
5859,1024,2072,1,2023-12-17,0.2,Credit Card
5860,1067,2086,4,2023-04-09,0.0,Credit Card
5861,1060,2078,4,2023-06-16,0.1,Credit Card
5862,1028,2076,2,2024-10-24,0.05,Cash
5863,1382,2022,1,2024-05-28,0.1,Cod
5864,1018,2080,3,2024-10-25,0.2,Credit Card
5865,1170,2047,1,2024-02-05,0.2,Cod
5866,1449,2001,4,2023-12-31,0.0,Credit Card
5867,1073,2083,2,2024-07-30,0.05,Cash
5868,1060,2019,2,2023-11-22,0.0,Credit Card
5869,1426,2058,3,2024-08-03,0.0,Credit Card
5870,1152,2045,2,2024-09-24,0.1,Cod
5871,1275,2002,2,2024-09-12,0.1,Cod
5872,1047,2054,2,2023-09-04,0.0,Credit Card
5873,1210,2011,2,2024-03-09,0.05,Cod
5874,1342,2039,2,2023-04-03,0.2,Credit Card
5875,1407,2065,4,2023-09-25,0.1,Credit Card
5876,1138,2099,1,2024-09-06,0.05,Unknown
5877,1109,2077,5,2024-09-15,0.05,Cod
5878,1481,2015,2,2023-11-17,0.05,Credit Card
5879,1182,2082,5,2023-03-03,0.2,Cod
5880,1027,2033,5,2023-10-27,0.0,Credit Card
5881,1196,2043,4,2024-02-07,0.1,Cash
5882,1190,2109,2,2024-10-09,0.2,Credit Card
5883,1314,2005,5,2024-07-20,0.0,Cod
5884,1388,2076,2,2024-09-11,0.05,Cod
5885,1050,2063,3,2023-10-30,0.2,Cash
5886,1148,2099,3,2023-09-10,0.0,Cod
5887,1267,2021,3,2024-04-22,0.1,Cash
5888,1049,2017,5,2024-01-04,0.1,Credit Card
5889,1387,2011,3,2024-11-09,0.0,Cash
5890,1245,2051,4,2023-06-09,0.2,Cash
5891,1112,2117,4,2023-06-15,0.05,Credit Card
5892,1169,2093,5,2023-07-24,0.0,Cod
5893,1467,2116,2,2023-09-24,0.05,Credit Card
5894,1165,2050,1,2023-05-18,0.1,Credit Card
5895,1408,2103,2,2024-01-03,0.0,Cash
5896,1013,2070,2,2024-03-18,0.1,Credit Card
5897,1202,2095,2,2024-07-20,0.1,Cod
5898,1287,2047,2,2024-12-21,0.05,Cash
5899,1394,2018,1,2023-01-17,0.0,Unknown
5900,1188,2005,3,2023-03-09,0.0,Credit Card
5901,1401,2083,2,2023-05-13,0.0,Credit Card
5902,1154,2026,4,2024-11-30,0.1,Credit Card
5903,1054,2052,5,2024-03-05,0.05,Credit Card
5904,1181,2106,5,2023-11-04,0.05,Cod
5905,1209,2100,4,2024-10-11,0.1,Credit Card
5906,1375,2047,2,2023-06-23,0.0,Cash
5907,1470,2006,1,2024-02-16,0.1,Cod
5908,1074,2058,3,2023-04-07,0.0,Credit Card
5909,1276,2068,5,2024-11-13,0.1,Cash
5910,1427,2010,3,2023-06-03,0.2,Cash
5911,1132,2014,1,2024-11-25,0.1,Cash
5912,1342,2063,5,2023-08-30,0.05,Cash
5913,1424,2002,3,2023-10-31,0.05,Credit Card
5914,1058,2068,1,2023-10-12,0.05,Credit Card
5915,1344,2022,3,2023-01-27,0.05,Credit Card
5916,1488,2052,2,2024-02-06,0.1,Credit Card
5917,1181,2036,1,2023-12-26,0.2,Credit Card
5918,1457,2008,3,2023-03-01,0.05,Credit Card
5919,1405,2014,2,2023-07-21,0.2,Cash
5920,1338,2002,2,2024-08-03,0.1,Cash
5921,1320,2092,1,2024-01-05,0.1,Cod
5922,1063,2069,4,2024-06-16,0.1,Credit Card
5923,1326,2016,5,2023-06-01,0.05,Credit Card
5924,1259,2025,1,2023-04-12,0.1,Cash
5925,1192,2020,2,2024-08-29,0.1,Credit Card
5926,1142,2071,2,2024-03-21,0.1,Cash
5927,1103,2020,1,2023-08-17,0.2,Cash
5928,1459,2010,4,2023-05-05,0.1,Cash
5929,1405,2037,5,2023-08-24,0.0,Credit Card
5930,1213,2071,3,2023-06-11,0.1,Credit Card
5931,1241,2105,1,2024-07-07,0.05,Credit Card
5932,1430,2087,5,2023-12-19,0.2,Credit Card
5933,1208,2034,5,2023-03-09,0.0,Credit Card
5934,1092,2118,2,2023-06-22,0.1,Cod
5935,1429,2013,3,2024-09-28,0.1,Cod
5936,1141,2118,1,2024-11-12,0.05,Cash
5937,1433,2013,2,2024-07-12,0.2,Credit Card
5938,1403,2009,2,2023-09-18,0.0,Credit Card
5939,1433,2011,4,2023-08-05,0.2,Cod
5940,1111,2037,5,2023-05-04,0.1,Cod
5941,1416,2107,1,2023-06-11,0.05,Credit Card
5942,1374,2118,1,2023-07-20,0.1,Credit Card
5943,1058,2109,1,2024-03-29,0.2,Credit Card
5944,1042,2033,2,2024-02-06,0.1,Cod
5945,1206,2040,4,2024-04-06,0.1,Credit Card
5946,1267,2009,3,2023-10-02,0.0,Credit Card
5947,1295,2016,2,2023-07-25,0.0,Cod
5948,1117,2016,3,2023-02-09,0.1,Credit Card
5949,1019,2066,4,2023-09-30,0.0,Credit Card
5950,1221,2061,5,2024-11-30,0.2,Credit Card
5951,1165,2094,1,2023-04-03,0.0,Credit Card
5952,1130,2114,3,2023-02-11,0.1,Credit Card
5953,1155,2000,2,2024-04-09,0.05,Credit Card
5954,1183,2011,3,2024-01-14,0.1,Credit Card
5955,1089,2102,5,2023-04-17,0.1,Cash
5956,1093,2003,1,2023-11-24,0.1,Credit Card
5957,1012,2041,3,2023-03-06,0.1,Cash
5958,1460,2012,5,2023-12-31,0.1,Credit Card
5959,1321,2097,2,2024-04-28,0.2,Credit Card
5960,1292,2105,4,2024-10-08,0.1,Credit Card
5961,1432,2084,2,2023-01-24,0.2,Cod
5962,1229,2085,1,2024-06-23,0.0,Cod
5963,1321,2003,2,2023-03-03,0.05,Cash
5964,1291,2081,2,2024-05-05,0.1,Credit Card
5965,1437,2068,2,2023-09-30,0.1,Cod
5966,1025,2018,2,2023-08-17,0.2,Credit Card
5967,1074,2001,1,2023-01-20,0.05,Credit Card
5968,1455,2011,5,2023-01-03,0.2,Cod
5969,1363,2080,3,2024-02-25,0.2,Cash
5970,1423,2073,4,2024-12-30,0.2,Cod
5971,1298,2097,3,2023-11-03,0.05,Credit Card
5972,1149,2005,3,2024-03-07,0.1,Credit Card
5973,1147,2007,4,2023-05-16,0.0,Credit Card
5974,1007,2050,1,2024-05-29,0.1,Credit Card
5975,1028,2010,4,2023-07-12,0.05,Credit Card
5976,1295,2062,1,2024-08-07,0.1,Cod
5977,1473,2056,3,2024-02-19,0.1,Credit Card
5978,1413,2011,1,2023-04-28,0.0,Credit Card
5979,1208,2072,5,2024-10-27,0.1,Credit Card
5980,1127,2001,4,2023-07-28,0.1,Credit Card
5981,1339,2007,5,2023-02-03,0.1,Credit Card
5982,1115,2010,3,2024-10-10,0.2,Cod
5983,1438,2052,4,2023-11-14,0.05,Credit Card
5984,1143,2099,3,2023-04-30,0.05,Cod
5985,1429,2009,5,2024-09-18,0.0,Credit Card
5986,1317,2084,3,2024-06-08,0.2,Credit Card
5987,1234,2083,4,2024-08-03,0.2,Credit Card
5988,1006,2111,4,2023-03-30,0.1,Credit Card
5989,1463,2007,3,2024-05-26,0.05,Credit Card
5990,1044,2035,4,2023-02-16,0.0,Cash
5991,1442,2092,4,2024-11-22,0.2,Cash
5992,1238,2105,3,2024-06-05,0.1,Cod
5993,1439,2075,5,2023-10-11,0.0,Cash
5994,1431,2013,4,2024-01-12,0.2,Cash
5995,1154,2111,4,2024-09-29,0.0,Credit Card
5996,1180,2053,4,2023-05-14,0.1,Credit Card
5997,1214,2113,4,2024-10-28,0.0,Credit Card
5998,1087,2084,3,2023-09-05,0.2,Credit Card
5999,1255,2085,5,2024-10-13,0.2,Credit Card
6000,1072,2020,5,2023-11-14,0.0,Cod
6001,1418,2107,1,2024-03-11,0.2,Cod
6002,1178,2049,4,2023-06-25,0.2,Cash
6003,1211,2093,4,2024-11-16,0.2,Cod
6004,1292,2038,1,2024-08-08,0.0,Cash
6005,1233,2019,5,2023-12-17,0.1,Cod
6006,1464,2087,2,2023-05-23,0.2,Credit Card
6007,1238,2086,2,2024-02-02,0.2,Credit Card
6008,1222,2006,5,2024-09-15,0.0,Cod
6009,1118,2008,4,2024-12-18,0.1,Credit Card
6010,1312,2000,2,2024-10-04,0.2,Cash
6011,1263,2025,3,2024-01-04,0.1,Cod
6012,1206,2037,3,2024-05-15,0.0,Cash
6013,1094,2037,1,2024-09-13,0.2,Credit Card
6014,1372,2117,5,2024-01-05,0.1,Cod
6015,1221,2060,5,2024-08-01,0.0,Credit Card
6016,1365,2043,2,2024-01-17,0.1,Credit Card
6017,1275,2085,4,2023-03-27,0.1,Cod
6018,1379,2043,5,2024-04-04,0.0,Credit Card
6019,1230,2073,2,2023-11-21,0.05,Cod
6020,1308,2118,2,2024-06-05,0.0,Credit Card
6021,1118,2061,5,2024-05-03,0.0,Credit Card
6022,1267,2005,2,2024-02-01,0.2,Cod
6023,1432,2016,1,2023-12-21,0.05,Cod
6024,1272,2050,1,2023-10-15,0.05,Credit Card
